id_distribuidor,fecha_nacimiento,estado,sucursal,escolaridad,estado_civil,dependientes,tipo_vivienda,sexo,tiempo_vivienda,ingreso_neto,experiencia,tipo_negocio,tiempo_op_negocio,capacidad_pago_semanal
135526,2001-03-02,México,CHIMALHUACAN 2,Secundaria,Soltera (o),0,Familiar,MASCULINO,5 AÑOS 0 MESES ,"$10,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,4 AÑOS 0 MESES ,900.0
133754,2002-01-31,México,AMECAMECA,Bachillerato,Soltera (o),1,Propia,FEMENINO,20 AÑOS 1 MESES ,"$15,000.00",NO,VENTA DE ROPA,5 AÑOS 1 MESES ,1135.0
133987,1990-09-12,México,AMECAMECA,Secundaria,Unión Libre,3,Propia,FEMENINO,5 AÑOS 1 MESES ,"$9,500.00",NO,VENTA DE ROPA,3 AÑOS 1 MESES ,2130.0
133995,1991-01-16,México,AMECAMECA,Secundaria,Unión Libre,1,Propia,FEMENINO,31 AÑOS 1 MESES ,"$10,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,6 AÑOS 1 MESES ,2400.0
133996,1967-08-02,México,AMECAMECA,Primaria,Unión Libre,0,Propia,FEMENINO,28 AÑOS 1 MESES ,"$13,000.00",NO,FLORES/ARREGLOS,10 AÑOS 1 MESES ,3281.0
134802,1974-01-27,México,AMECAMECA,Secundaria,Casada (o),0,Propia,FEMENINO,6 AÑOS 1 MESES ,"$16,000.00",NO,IMPRENTA/SERIGRAFIA/ROTULOS,10 AÑOS 1 MESES ,3120.0
135836,1955-07-08,Veracruz de Ignacio de la Llave,COATZACOALCOS,Licenciatura,Casada (o),0,Propia,FEMENINO,10 AÑOS 1 MESES ,"$20,000.00",NO,VENTA DE ROPA,7 AÑOS 1 MESES ,3000.0
134960,1979-06-15,México,CHIMALHUACAN 2,Secundaria,Soltera (o),0,Familiar,FEMENINO,20 AÑOS 0 MESES ,"$8,000.00",NO,VENTA DE ROPA,5 AÑOS 0 MESES ,1700.0
134962,1988-06-06,México,CHIMALHUACAN 2,Bachillerato,Soltera (o),0,Familiar,FEMENINO,20 AÑOS 0 MESES ,"$9,200.00",NO,CARNICERIA/POLLERIA/RASTRO,5 AÑOS 0 MESES ,1800.0
134969,2000-02-03,México,CHIMALHUACAN 2,Bachillerato,Soltera (o),0,Familiar,FEMENINO,22 AÑOS 0 MESES ,"$11,200.00",NO,VENTA DE ALIMENTOS,5 AÑOS 0 MESES ,1300.0
134981,1976-07-01,México,CHIMALHUACAN 2,Secundaria,Soltera (o),0,Familiar,FEMENINO,25 AÑOS 0 MESES ,"$8,000.00",NO,VENTA DE ALIMENTOS,7 AÑOS 0 MESES ,1300.0
135824,1989-06-10,México,CHIMALHUACAN 2,Bachillerato,Soltera (o),0,Propia,FEMENINO,15 AÑOS 0 MESES ,"$11,200.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,5 AÑOS 0 MESES ,1800.0
135706,1994-04-26,Veracruz de Ignacio de la Llave,FORTIN,Secundaria,Casada (o),2,Rentada,FEMENINO,7 AÑOS 0 MESES ,"$12,000.00",NO,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,2 AÑOS 0 MESES ,1580.0
133766,1998-02-19,Veracruz de Ignacio de la Llave,COATZACOALCOS,Bachillerato,Soltera (o),0,Familiar,FEMENINO,4 AÑOS 1 MESES ,"$80,000.00",NO,VENTA DE MUEBLES/ELECTRONICOS/ELECTRODOMESTICOS,2 AÑOS 1 MESES ,2000.0
135783,1979-12-11,Veracruz de Ignacio de la Llave,COATZACOALCOS,Secundaria,Soltera (o),0,Familiar,FEMENINO,10 AÑOS 1 MESES ,"$6,400.00",NO,VENTA DE ROPA,3 AÑOS 1 MESES ,1600.0
135298,1973-09-20,México,TEXCOCO,Secundaria,Casada (o),1,Propia,FEMENINO,18 AÑOS 1 MESES ,"$10,000.00",NO,VENTA DE CELULARES/TECNOLOGIA,10 AÑOS 12 MESES ,2500.0
135307,1982-04-10,México,TEXCOCO,Primaria,Casada (o),2,Familiar,FEMENINO,7 AÑOS 1 MESES ,"$8,000.00",NO,VENTA DE ROPA,7 AÑOS 1 MESES ,2000.0
135324,1964-06-26,México,TEXCOCO,Primaria,Casada (o),1,Propia,FEMENINO,30 AÑOS 1 MESES ,"$16,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 12 MESES ,4000.0
135325,1989-03-09,México,TEXCOCO,Secundaria,Soltera (o),1,Propia,FEMENINO,1 AÑOS 1 MESES ,"$4,178.00",NO,JOYERIA/BISUTERIA/FUNDICION,3 AÑOS 12 MESES ,2000.0
135546,1960-02-11,México,CHALCO,Primaria,Viuda (o),0,Rentada,FEMENINO,4 AÑOS 1 MESES ,"$3,900.00",NO,VENTA DE ROPA,10 AÑOS 1 MESES ,1625.0
135626,1976-04-21,México,IXTAPALUCA,Secundaria,Casada (o),1,Familiar,FEMENINO,26 AÑOS 0 MESES ,"$5,000.00",NO,PAPELERIA,5 AÑOS 0 MESES ,3810.0
135628,1964-08-18,México,IXTAPALUCA,Bachillerato,Casada (o),0,Familiar,FEMENINO,37 AÑOS 0 MESES ,"$10,000.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,10 AÑOS 12 MESES ,1680.0
135629,1974-01-04,México,IXTAPALUCA,Secundaria,Unión Libre,0,Familiar,FEMENINO,25 AÑOS 0 MESES ,"$2,500.00",NO,VENTA DE ALIMENTOS,3 AÑOS 0 MESES ,4100.0
135630,1992-12-14,México,IXTAPALUCA,Secundaria,Soltera (o),0,Familiar,FEMENINO,10 AÑOS 0 MESES ,"$7,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,3 AÑOS 0 MESES ,4112.0
135631,1961-10-01,México,IXTAPALUCA,Secundaria,Casada (o),0,Familiar,FEMENINO,27 AÑOS 0 MESES ,"$2,000.00",NO,CALZADO REPARACION Y VENTA,2 AÑOS 0 MESES ,2900.0
135632,1986-02-02,México,IXTAPALUCA,Bachillerato,Casada (o),2,Familiar,FEMENINO,20 AÑOS 0 MESES ,"$4,000.00",NO,FOTOGRAFIA/VIDEO,10 AÑOS 0 MESES ,3810.0
135633,1965-05-20,México,IXTAPALUCA,Secundaria,Soltera (o),0,Familiar,FEMENINO,38 AÑOS 0 MESES ,"$3,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,4 AÑOS 0 MESES ,5950.0
135545,1976-10-30,México,CHIMALHUACAN 2,Secundaria,Unión Libre,0,Propia,FEMENINO,20 AÑOS 0 MESES ,"$15,200.00",NO,VENTA DE MUEBLES/ELECTRONICOS/ELECTRODOMESTICOS,5 AÑOS 0 MESES ,1600.0
135547,1977-09-12,México,CHIMALHUACAN 2,Secundaria,Unión Libre,0,Familiar,FEMENINO,10 AÑOS 0 MESES ,"$11,600.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,5 AÑOS 0 MESES ,1600.0
135598,1993-12-26,México,CHIMALHUACAN 2,Secundaria,Unión Libre,2,Familiar,FEMENINO,7 AÑOS 0 MESES ,"$11,600.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,4 AÑOS 0 MESES ,1600.0
135599,1973-03-17,México,CHIMALHUACAN 2,Secundaria,Unión Libre,0,Familiar,FEMENINO,10 AÑOS 0 MESES ,"$11,200.00",NO,ARTE/ARTESANIAS,5 AÑOS 0 MESES ,1500.0
135826,2002-05-07,México,CHIMALHUACAN 2,Bachillerato,Soltera (o),0,Familiar,FEMENINO,6 AÑOS 0 MESES ,"$12,000.00",NO,VENTA DE ROPA,4 AÑOS 0 MESES ,650.0
133085,1997-07-23,México,CHALCO,Secundaria,Unión Libre,2,Familiar,FEMENINO,7 AÑOS 1 MESES ,"$8,080.00",NO,JARCIERIA,8 AÑOS 1 MESES ,2020.0
133086,1980-01-27,México,CHALCO,Secundaria,Unión Libre,0,Propia,FEMENINO,2 AÑOS 1 MESES ,"$6,400.00",NO,VENTA DE ROPA,2 AÑOS 1 MESES ,1600.0
133088,2001-09-11,México,CHALCO,Secundaria,Soltera (o),1,Rentada,FEMENINO,1 AÑOS 1 MESES ,"$6,800.00",NO,JOYERIA/BISUTERIA/FUNDICION,4 AÑOS 1 MESES ,1700.0
133897,1999-03-16,México,CHALCO,Bachillerato,Unión Libre,0,Familiar,FEMENINO,1 AÑOS 1 MESES ,"$4,320.00",NO,VENTA DE ROPA,2 AÑOS 1 MESES ,1800.0
134558,2001-02-08,México,CHALCO,Secundaria,Soltera (o),0,Familiar,FEMENINO,3 AÑOS 1 MESES ,"$3,120.00",NO,VENTA DE ROPA,3 AÑOS 1 MESES ,1300.0
134559,2001-08-28,México,CHALCO,Secundaria,Soltera (o),0,Familiar,FEMENINO,5 AÑOS 1 MESES ,"$4,080.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,6 AÑOS 1 MESES ,1700.0
135597,1990-05-05,México,CHALCO,Sin Estudios,,3,Propia,FEMENINO,12 AÑOS 3 MESES ,"$18,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,5 AÑOS 3 MESES ,7500.0
135239,1969-09-07,Veracruz de Ignacio de la Llave,ORIZABA,Secundaria,Soltera (o),0,Familiar,FEMENINO,38 AÑOS 1 MESES ,"$4,000.00",SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 1 MESES ,3000.0
135853,1974-07-30,México,NEZAHUALCOYOTL 2,Secundaria,Casada (o),1,Familiar,FEMENINO,20 AÑOS 1 MESES ,"$4,800.00",NO,VENTA DE ROPA,5 AÑOS 1 MESES ,1200.0
135858,1969-05-01,México,NEZAHUALCOYOTL 2,Secundaria,Casada (o),0,Familiar,FEMENINO,5 AÑOS 1 MESES ,"$4,800.00",NO,VENTA DE ROPA,5 AÑOS 1 MESES ,1200.0
135856,1989-05-13,Distrito Federal,NEZAHUALCOYOTL 2,Bachillerato,Soltera (o),2,Familiar,FEMENINO,32 AÑOS 1 MESES ,"$6,350.00",NO,JARCIERIA,2 AÑOS 1 MESES ,1588.0
135929,2001-03-12,Distrito Federal,NEZAHUALCOYOTL 2,Bachillerato,Soltera (o),0,Familiar,FEMENINO,4 AÑOS 1 MESES ,"$5,925.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,4 AÑOS 1 MESES ,1481.0
135878,2004-08-07,México,CHIMALHUACAN 2,Secundaria,Soltera (o),0,Familiar,FEMENINO,12 AÑOS 0 MESES ,"$8,800.00",NO,CALZADO REPARACION Y VENTA,4 AÑOS 0 MESES ,1400.0
135940,1996-01-23,México,CHIMALHUACAN 2,Tecnico,Soltera (o),0,Familiar,FEMENINO,2 AÑOS 0 MESES ,"$9,200.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,3 AÑOS 0 MESES ,1500.0
135612,1981-02-15,México,CHIMALHUACAN 2,Secundaria,Divorciada (o),0,Familiar,FEMENINO,5 AÑOS 0 MESES ,"$14,000.00",NO,VENTA DE ROPA,5 AÑOS 0 MESES ,1300.0
135613,1997-07-03,México,CHIMALHUACAN 2,Secundaria,Soltera (o),0,Familiar,FEMENINO,5 AÑOS 0 MESES ,"$11,600.00",NO,VENTA DE ALIMENTOS,3 AÑOS 0 MESES ,1400.0
135620,1986-06-04,México,CHIMALHUACAN 2,Secundaria,Soltera (o),0,Familiar,FEMENINO,6 AÑOS 0 MESES ,"$11,200.00",NO,VENTA DE ROPA,5 AÑOS 0 MESES ,800.0
135749,2004-04-06,México,CHIMALHUACAN 2,Bachillerato,Soltera (o),0,Familiar,FEMENINO,15 AÑOS 0 MESES ,"$10,000.00",NO,VENTA DE ALIMENTOS,4 AÑOS 0 MESES ,900.0
135754,1993-09-13,México,CHIMALHUACAN 2,Secundaria,Soltera (o),0,Familiar,FEMENINO,15 AÑOS 0 MESES ,"$10,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,4 AÑOS 0 MESES ,1100.0
135195,2000-03-15,México,CHIMALHUACAN 2,Secundaria,Soltera (o),0,Familiar,FEMENINO,17 AÑOS 0 MESES ,"$9,200.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,8 AÑOS 0 MESES ,1600.0
135197,1989-07-07,México,CHIMALHUACAN 2,Secundaria,Soltera (o),0,Propia,FEMENINO,20 AÑOS 0 MESES ,"$10,000.00",NO,VENTA DE MUEBLES/ELECTRONICOS/ELECTRODOMESTICOS,5 AÑOS 0 MESES ,1500.0
135227,1985-07-17,México,CHIMALHUACAN 2,Bachillerato,Soltera (o),0,Familiar,FEMENINO,20 AÑOS 0 MESES ,"$7,600.00",NO,PAPELERIA,7 AÑOS 0 MESES ,1500.0
135529,1985-10-02,México,CHIMALHUACAN 2,Bachillerato,Soltera (o),0,Propia,FEMENINO,20 AÑOS 0 MESES ,"$7,600.00",NO,VENTA DE ALIMENTOS,7 AÑOS 0 MESES ,1500.0
135636,1994-09-09,Jalisco,TONALA 2,Secundaria,Soltera (o),4,,FEMENINO,0 AÑOS 0 MESES ,"$20,000.00",NO,VENTA DE ALIMENTOS,8 AÑOS 0 MESES ,5000.0
135637,1973-12-08,Jalisco,TONALA 2,Secundaria,Unión Libre,3,,FEMENINO,0 AÑOS 0 MESES ,"$16,000.00",NO,VENTA DE ROPA,9 AÑOS 0 MESES ,3000.0
134858,1989-09-05,México,CHALCO,Tecnico,Soltera (o),0,,MASCULINO,0 AÑOS 0 MESES ,"$4,320.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,9 AÑOS 2 MESES ,1800.0
134875,1970-03-07,México,CHALCO,Primaria,Unión Libre,0,Familiar,FEMENINO,6 AÑOS 3 MESES ,"$6,720.00",NO,CERRAJERIA,10 AÑOS 12 MESES ,2800.0
134877,1969-05-31,México,CHALCO,Primaria,Casada (o),0,Propia,FEMENINO,36 AÑOS 2 MESES ,"$6,480.00",NO,JARCIERIA,10 AÑOS 1 MESES ,2700.0
135201,2000-07-07,México,CHALCO,Secundaria,Soltera (o),2,Familiar,FEMENINO,21 AÑOS 3 MESES ,"$2,160.00",NO,VENTA DE ROPA,4 AÑOS 2 MESES ,900.0
135203,1986-09-07,México,CHALCO,Bachillerato,Soltera (o),2,Familiar,FEMENINO,7 AÑOS 2 MESES ,"$3,360.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,3 AÑOS 2 MESES ,1400.0
135425,1996-05-29,México,CHALCO,Secundaria,Unión Libre,3,Familiar,FEMENINO,6 AÑOS 1 MESES ,"$14,000.00",NO,VENTA DE ROPA,7 AÑOS 1 MESES ,2929.0
135831,1972-10-05,México,TEXCOCO,Secundaria,Soltera (o),1,Propia,FEMENINO,5 AÑOS 1 MESES ,"$5,520.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,10 AÑOS 12 MESES ,2300.0
136075,1993-03-22,México,AMECAMECA,Secundaria,Unión Libre,0,Familiar,FEMENINO,2 AÑOS 1 MESES ,"$28,500.00",NO,VENTA DE ALIMENTOS,2 AÑOS 1 MESES ,5600.0
135748,2001-09-22,México,CHIMALHUACAN 2,Secundaria,Soltera (o),0,Propia,FEMENINO,15 AÑOS 0 MESES ,"$12,400.00",NO,VENTA DE ROPA,2 AÑOS 0 MESES ,1750.0
135926,1975-11-27,México,CHIMALHUACAN 2,Secundaria,Soltera (o),0,Propia,FEMENINO,9 AÑOS 0 MESES ,"$9,200.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,4 AÑOS 0 MESES ,1600.0
135568,1977-01-02,Veracruz de Ignacio de la Llave,COATZACOALCOS,Licenciatura,Soltera (o),0,Propia,FEMENINO,27 AÑOS 1 MESES ,"$9,200.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,2 AÑOS 1 MESES ,2300.0
135569,1979-04-18,Veracruz de Ignacio de la Llave,COATZACOALCOS,Licenciatura,Soltera (o),0,Familiar,FEMENINO,16 AÑOS 1 MESES ,"$17,200.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,4 AÑOS 1 MESES ,4300.0
135759,1982-07-16,Veracruz de Ignacio de la Llave,COATZACOALCOS,Bachillerato,Casada (o),0,Propia,FEMENINO,10 AÑOS 1 MESES ,"$8,000.00",NO,VENTA DE ALIMENTOS,2 AÑOS 1 MESES ,2000.0
135763,1965-02-03,Veracruz de Ignacio de la Llave,COATZACOALCOS,Bachillerato,Casada (o),0,Propia,MASCULINO,42 AÑOS 1 MESES ,"$16,000.00",NO,VENTA DE ROPA,3 AÑOS 1 MESES ,4000.0
136546,1975-02-25,Veracruz de Ignacio de la Llave,COATZACOALCOS,Licenciatura,Soltera (o),0,Propia,FEMENINO,25 AÑOS 1 MESES ,"$8,000.00",NO,VENTA DE ALIMENTOS,2 AÑOS 1 MESES ,2000.0
135561,1985-06-19,Veracruz de Ignacio de la Llave,COATZACOALCOS,Bachillerato,Unión Libre,0,Propia,FEMENINO,10 AÑOS 1 MESES ,"$9,736.00",NO,VENTA DE ROPA,2 AÑOS 1 MESES ,2434.0
135562,1971-11-17,Veracruz de Ignacio de la Llave,COATZACOALCOS,Secundaria,Casada (o),0,Propia,FEMENINO,30 AÑOS 1 MESES ,"$11,200.00",NO,JOYERIA/BISUTERIA/FUNDICION,3 AÑOS 1 MESES ,2800.0
135674,1965-08-27,Veracruz de Ignacio de la Llave,COATZACOALCOS,Primaria,Casada (o),0,Propia,FEMENINO,35 AÑOS 1 MESES ,"$15,600.00",NO,JOYERIA/BISUTERIA/FUNDICION,3 AÑOS 1 MESES ,3900.0
135804,1971-03-01,Veracruz de Ignacio de la Llave,COATZACOALCOS,Secundaria,Casada (o),0,Propia,FEMENINO,20 AÑOS 1 MESES ,"$13,200.00",NO,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,10 AÑOS 0 MESES ,3300.0
136249,1992-02-06,Veracruz de Ignacio de la Llave,COATZACOALCOS,Bachillerato,Casada (o),0,Propia,FEMENINO,7 AÑOS 1 MESES ,"$16,400.00",NO,VENTA DE ROPA,4 AÑOS 1 MESES ,4100.0
136462,1980-05-04,México,CHIMALHUACAN 2,Secundaria,Unión Libre,0,Familiar,FEMENINO,5 AÑOS 0 MESES ,"$10,800.00",NO,VENTA DE ROPA,4 AÑOS 0 MESES ,1300.0
136466,1980-10-30,México,CHIMALHUACAN 2,Secundaria,Soltera (o),0,Rentada,FEMENINO,5 AÑOS 0 MESES ,"$11,200.00",NO,VENTA DE ROPA,4 AÑOS 0 MESES ,900.0
136467,1985-08-04,México,CHIMALHUACAN 2,Bachillerato,Soltera (o),0,Rentada,FEMENINO,5 AÑOS 0 MESES ,"$11,600.00",NO,VENTA DE ROPA,3 AÑOS 0 MESES ,1200.0
136470,1987-04-15,México,CHIMALHUACAN 2,Sin Estudios,,0,Familiar,FEMENINO,4 AÑOS 0 MESES ,"$10,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,4 AÑOS 0 MESES ,1100.0
136476,1998-01-28,México,CHIMALHUACAN 2,Bachillerato,Soltera (o),0,Familiar,FEMENINO,5 AÑOS 0 MESES ,"$10,000.00",NO,VENTA DE MUEBLES/ELECTRONICOS/ELECTRODOMESTICOS,5 AÑOS 0 MESES ,600.0
135981,2002-05-01,México,IXTAPALUCA 2,Bachillerato,Soltera (o),0,Familiar,FEMENINO,20 AÑOS 0 MESES ,"$12,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,2 AÑOS 0 MESES ,4000.0
135989,1965-05-11,Distrito Federal,IXTAPALUCA 2,Secundaria,Casada (o),0,Familiar,MASCULINO,30 AÑOS 0 MESES ,"$12,000.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,10 AÑOS 0 MESES ,4000.0
135991,1996-06-19,México,IXTAPALUCA 2,Primaria,Soltera (o),0,Familiar,MASCULINO,4 AÑOS 0 MESES ,"$8,000.00",NO,VENTA DE ROPA,3 AÑOS 0 MESES ,2000.0
136000,2002-10-22,México,IXTAPALUCA 2,Secundaria,Soltera (o),0,Familiar,MASCULINO,3 AÑOS 0 MESES ,"$9,000.00",NO,MECANICA AUTOMOTRIZ/INDUSTRIAL,4 AÑOS 0 MESES ,3000.0
136001,1999-07-24,México,IXTAPALUCA 2,Secundaria,Unión Libre,0,Familiar,FEMENINO,4 AÑOS 0 MESES ,"$10,000.00",NO,VENTA DE ROPA,3 AÑOS 0 MESES ,4000.0
136002,1962-01-25,México,IXTAPALUCA 2,Primaria,Soltera (o),0,Familiar,FEMENINO,13 AÑOS 0 MESES ,"$10,000.00",NO,PANADERIA,9 AÑOS 0 MESES ,4000.0
136003,1991-02-09,México,IXTAPALUCA 2,Primaria,Unión Libre,0,Familiar,FEMENINO,5 AÑOS 0 MESES ,"$10,000.00",NO,VENTA DE ALIMENTOS,5 AÑOS 0 MESES ,5000.0
136004,1973-07-16,México,IXTAPALUCA 2,Secundaria,Casada (o),0,Familiar,FEMENINO,13 AÑOS 0 MESES ,"$14,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 12 MESES ,4000.0
136022,1961-09-09,México,IXTAPALUCA 2,Primaria,Soltera (o),0,Familiar,FEMENINO,50 AÑOS 0 MESES ,"$14,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,10 AÑOS 12 MESES ,6000.0
135786,1971-08-12,Jalisco,TONALA,Primaria,Unión Libre,0,Propia,FEMENINO,5 AÑOS 0 MESES ,"$18,400.00",NO,VENTA POR CATALOGO,5 AÑOS 0 MESES ,2250.0
135810,1958-12-16,Jalisco,TONALA,Primaria,Viuda (o),0,Rentada,FEMENINO,10 AÑOS 0 MESES ,"$18,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 12 MESES ,2100.0
135823,1973-12-16,Jalisco,TONALA,Secundaria,Unión Libre,0,Familiar,FEMENINO,18 AÑOS  MESES ,"$23,200.00",NO,VENTA DE ALIMENTOS,10 AÑOS 12 MESES ,1400.0
135927,1991-01-20,Jalisco,TONALA,Secundaria,Casada (o),0,Propia,FEMENINO,6 AÑOS 0 MESES ,"$28,000.00",NO,VENTA DE ALIMENTOS,5 AÑOS 0 MESES ,3800.0
136448,1964-08-21,Jalisco,TONALA,Secundaria,Soltera (o),0,Rentada,FEMENINO,5 AÑOS 0 MESES ,"$22,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,8 AÑOS 0 MESES ,3400.0
135732,1993-03-30,Veracruz de Ignacio de la Llave,COATZACOALCOS,Bachillerato,Casada (o),0,Propia,FEMENINO,18 AÑOS 1 MESES ,"$8,800.00",NO,JOYERIA/BISUTERIA/FUNDICION,3 AÑOS 1 MESES ,2200.0
135735,1978-11-09,Veracruz de Ignacio de la Llave,COATZACOALCOS,Bachillerato,Casada (o),0,Propia,FEMENINO,25 AÑOS 1 MESES ,"$18,800.00",NO,PAPELERIA,8 AÑOS 1 MESES ,4700.0
135930,1995-08-03,Veracruz de Ignacio de la Llave,COATZACOALCOS,Tecnico,Unión Libre,0,Propia,FEMENINO,5 AÑOS 1 MESES ,"$8,980.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,3 AÑOS 1 MESES ,2245.0
136109,1991-12-21,Veracruz de Ignacio de la Llave,COATZACOALCOS,Bachillerato,Soltera (o),0,Propia,FEMENINO,9 AÑOS 1 MESES ,"$11,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,2 AÑOS 1 MESES ,2750.0
136379,1989-06-08,Veracruz de Ignacio de la Llave,COATZACOALCOS,Bachillerato,Soltera (o),0,Familiar,FEMENINO,8 AÑOS 1 MESES ,"$10,800.00",NO,AMEDICINA/SALUD/FARMACIA,4 AÑOS 1 MESES ,2700.0
135968,1997-03-15,Veracruz de Ignacio de la Llave,ORIZABA,Secundaria,Soltera (o),0,Familiar,FEMENINO,25 AÑOS 1 MESES ,"$6,000.00",NO,VENTA DE MUEBLES/ELECTRONICOS/ELECTRODOMESTICOS,2 AÑOS 1 MESES ,2800.0
136169,1966-07-27,Veracruz de Ignacio de la Llave,ORIZABA,Secundaria,Casada (o),0,Familiar,MASCULINO,50 AÑOS 1 MESES ,"$8,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 1 MESES ,4000.0
136251,1979-02-13,Veracruz de Ignacio de la Llave,ORIZABA,Primaria,Unión Libre,0,Familiar,FEMENINO,23 AÑOS 1 MESES ,"$8,000.00",NO,JOYERIA/BISUTERIA/FUNDICION,7 AÑOS 1 MESES ,3620.0
136427,1976-08-28,Veracruz de Ignacio de la Llave,ORIZABA,Primaria,Casada (o),0,Familiar,FEMENINO,26 AÑOS 1 MESES ,"$6,000.00",NO,VENTA DE ALIMENTOS,4 AÑOS 1 MESES ,3000.0
136471,1964-07-21,Veracruz de Ignacio de la Llave,ORIZABA,Primaria,Casada (o),0,Familiar,FEMENINO,30 AÑOS 1 MESES ,"$5,000.00",NO,VENTA DE ALIMENTOS,1 AÑOS 1 MESES ,2750.0
135687,2002-10-23,Jalisco,TONALA 2,Bachillerato,Soltera (o),1,,FEMENINO,0 AÑOS 0 MESES ,"$24,000.00",NO,VENTA POR CATALOGO,2 AÑOS 0 MESES ,4500.0
136035,1997-10-27,Jalisco,TONALA 2,Primaria,Unión Libre,2,Rentada,FEMENINO,5 AÑOS  MESES ,"$16,000.00",NO,CALZADO REPARACION Y VENTA,5 AÑOS 0 MESES ,0.0
136173,1990-02-25,Jalisco,TONALA 2,Secundaria,Casada (o),1,Propia,MASCULINO,6 AÑOS  MESES ,"$20,000.00",NO,PAPELERIA,6 AÑOS 0 MESES ,4000.0
132917,1972-04-07,Veracruz de Ignacio de la Llave,FORTIN,Primaria,Unión Libre,0,Propia,FEMENINO,20 AÑOS 0 MESES ,"$16,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,9 AÑOS 0 MESES ,1800.0
133137,1974-05-20,Veracruz de Ignacio de la Llave,FORTIN,Bachillerato,Unión Libre,1,Propia,FEMENINO,12 AÑOS 0 MESES ,"$15,000.00",NO,AMEDICINA/SALUD/FARMACIA,9 AÑOS 0 MESES ,2250.0
133141,1987-11-02,Veracruz de Ignacio de la Llave,FORTIN,Primaria,Unión Libre,2,Propia,FEMENINO,5 AÑOS 0 MESES ,"$16,000.00",NO,HERRERIA,2 AÑOS 0 MESES ,2700.0
134637,1980-01-20,Veracruz de Ignacio de la Llave,FORTIN,Primaria,Unión Libre,1,Propia,FEMENINO,20 AÑOS 0 MESES ,"$16,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,3 AÑOS 0 MESES ,1900.0
135883,1972-06-27,Veracruz de Ignacio de la Llave,FORTIN,Secundaria,Unión Libre,1,Rentada,FEMENINO,1 AÑOS 0 MESES ,"$12,000.00",NO,AMEDICINA/SALUD/FARMACIA,4 AÑOS 0 MESES ,2000.0
136063,1986-07-26,Veracruz de Ignacio de la Llave,FORTIN,Primaria,Casada (o),4,Propia,FEMENINO,22 AÑOS 0 MESES ,"$13,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,1 AÑOS 0 MESES ,2000.0
136064,1989-10-17,Veracruz de Ignacio de la Llave,FORTIN,Secundaria,Unión Libre,2,Propia,FEMENINO,20 AÑOS 0 MESES ,"$12,000.00",NO,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,3 AÑOS 0 MESES ,2100.0
135725,1989-11-20,México,CHALCO,Bachillerato,Soltera (o),0,Familiar,FEMENINO,25 AÑOS 1 MESES ,"$14,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,3 AÑOS 1 MESES ,6518.0
136385,2002-11-24,México,IXTAPALUCA 2,Primaria,Unión Libre,0,Familiar,FEMENINO,2 AÑOS 0 MESES ,"$9,000.00",NO,VENTA DE ALIMENTOS,2 AÑOS 0 MESES ,3000.0
